,fold,mag,grp,path,label,label_int,filename
91,1,400,train,BreaKHis_v1/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/400X/SOB_B_A-14-22549AB-400-001.png,benign,0,SOB_B_A-14-22549AB-400-001.png
92,1,400,train,BreaKHis_v1/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/400X/SOB_B_A-14-22549AB-400-002.png,benign,0,SOB_B_A-14-22549AB-400-002.png
93,1,400,train,BreaKHis_v1/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/400X/SOB_B_A-14-22549AB-400-003.png,benign,0,SOB_B_A-14-22549AB-400-003.png
94,1,400,train,BreaKHis_v1/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/400X/SOB_B_A-14-22549AB-400-004.png,benign,0,SOB_B_A-14-22549AB-400-004.png
95,1,400,train,BreaKHis_v1/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/400X/SOB_B_A-14-22549AB-400-005.png,benign,0,SOB_B_A-14-22549AB-400-005.png
96,1,400,train,BreaKHis_v1/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/400X/SOB_B_A-14-22549AB-400-006.png,benign,0,SOB_B_A-14-22549AB-400-006.png
97,1,400,train,BreaKHis_v1/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/400X/SOB_B_A-14-22549AB-400-007.png,benign,0,SOB_B_A-14-22549AB-400-007.png
98,1,400,train,BreaKHis_v1/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/400X/SOB_B_A-14-22549AB-400-008.png,benign,0,SOB_B_A-14-22549AB-400-008.png
99,1,400,train,BreaKHis_v1/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/400X/SOB_B_A-14-22549AB-400-009.png,benign,0,SOB_B_A-14-22549AB-400-009.png
100,1,400,train,BreaKHis_v1/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/400X/SOB_B_A-14-22549AB-400-010.png,benign,0,SOB_B_A-14-22549AB-400-010.png
101,1,400,train,BreaKHis_v1/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/400X/SOB_B_A-14-22549AB-400-011.png,benign,0,SOB_B_A-14-22549AB-400-011.png
102,1,400,train,BreaKHis_v1/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/400X/SOB_B_A-14-22549AB-400-012.png,benign,0,SOB_B_A-14-22549AB-400-012.png
103,1,400,train,BreaKHis_v1/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/400X/SOB_B_A-14-22549AB-400-013.png,benign,0,SOB_B_A-14-22549AB-400-013.png
104,1,400,train,BreaKHis_v1/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/400X/SOB_B_A-14-22549AB-400-014.png,benign,0,SOB_B_A-14-22549AB-400-014.png
105,1,400,train,BreaKHis_v1/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/400X/SOB_B_A-14-22549AB-400-015.png,benign,0,SOB_B_A-14-22549AB-400-015.png
106,1,400,train,BreaKHis_v1/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/400X/SOB_B_A-14-22549AB-400-016.png,benign,0,SOB_B_A-14-22549AB-400-016.png
107,1,400,train,BreaKHis_v1/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/400X/SOB_B_A-14-22549AB-400-017.png,benign,0,SOB_B_A-14-22549AB-400-017.png
108,1,400,train,BreaKHis_v1/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/400X/SOB_B_A-14-22549AB-400-018.png,benign,0,SOB_B_A-14-22549AB-400-018.png
109,1,400,train,BreaKHis_v1/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/400X/SOB_B_A-14-22549AB-400-019.png,benign,0,SOB_B_A-14-22549AB-400-019.png
110,1,400,train,BreaKHis_v1/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/400X/SOB_B_A-14-22549AB-400-020.png,benign,0,SOB_B_A-14-22549AB-400-020.png
111,1,400,train,BreaKHis_v1/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/400X/SOB_B_A-14-22549AB-400-021.png,benign,0,SOB_B_A-14-22549AB-400-021.png
112,1,400,train,BreaKHis_v1/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/400X/SOB_B_A-14-22549AB-400-022.png,benign,0,SOB_B_A-14-22549AB-400-022.png
113,1,400,train,BreaKHis_v1/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/400X/SOB_B_A-14-22549AB-400-023.png,benign,0,SOB_B_A-14-22549AB-400-023.png
114,1,400,train,BreaKHis_v1/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/400X/SOB_B_A-14-22549AB-400-024.png,benign,0,SOB_B_A-14-22549AB-400-024.png
115,1,400,train,BreaKHis_v1/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/400X/SOB_B_A-14-22549AB-400-025.png,benign,0,SOB_B_A-14-22549AB-400-025.png
116,1,400,train,BreaKHis_v1/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/400X/SOB_B_A-14-22549AB-400-026.png,benign,0,SOB_B_A-14-22549AB-400-026.png
117,1,400,train,BreaKHis_v1/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/400X/SOB_B_A-14-22549AB-400-027.png,benign,0,SOB_B_A-14-22549AB-400-027.png
118,1,400,train,BreaKHis_v1/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/400X/SOB_B_A-14-22549AB-400-028.png,benign,0,SOB_B_A-14-22549AB-400-028.png
119,1,400,train,BreaKHis_v1/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/400X/SOB_B_A-14-22549AB-400-029.png,benign,0,SOB_B_A-14-22549AB-400-029.png
120,1,400,train,BreaKHis_v1/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/400X/SOB_B_A-14-22549AB-400-030.png,benign,0,SOB_B_A-14-22549AB-400-030.png
223,1,400,train,BreaKHis_v1/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549CD/400X/SOB_B_A-14-22549CD-400-001.png,benign,0,SOB_B_A-14-22549CD-400-001.png
224,1,400,train,BreaKHis_v1/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549CD/400X/SOB_B_A-14-22549CD-400-002.png,benign,0,SOB_B_A-14-22549CD-400-002.png
225,1,400,train,BreaKHis_v1/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549CD/400X/SOB_B_A-14-22549CD-400-003.png,benign,0,SOB_B_A-14-22549CD-400-003.png
226,1,400,train,BreaKHis_v1/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549CD/400X/SOB_B_A-14-22549CD-400-004.png,benign,0,SOB_B_A-14-22549CD-400-004.png
227,1,400,train,BreaKHis_v1/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549CD/400X/SOB_B_A-14-22549CD-400-005.png,benign,0,SOB_B_A-14-22549CD-400-005.png
228,1,400,train,BreaKHis_v1/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549CD/400X/SOB_B_A-14-22549CD-400-006.png,benign,0,SOB_B_A-14-22549CD-400-006.png
229,1,400,train,BreaKHis_v1/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549CD/400X/SOB_B_A-14-22549CD-400-007.png,benign,0,SOB_B_A-14-22549CD-400-007.png
230,1,400,train,BreaKHis_v1/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549CD/400X/SOB_B_A-14-22549CD-400-008.png,benign,0,SOB_B_A-14-22549CD-400-008.png
231,1,400,train,BreaKHis_v1/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549CD/400X/SOB_B_A-14-22549CD-400-009.png,benign,0,SOB_B_A-14-22549CD-400-009.png
232,1,400,train,BreaKHis_v1/histology_slides/breast/benign/SOB/adenosis/SOB_B_A_14-22549CD/400X/SOB_B_A-14-22549CD-400-010.png,benign,0,SOB_B_A-14-22549CD-400-010.png
